bundle	field	source	target	has_mapping	needs_translation
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Elderlybull	Elderlybull	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	asdasdsad	asdasdsad	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Marcus Lim	Marcus Lim	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	SSAO	SSAO	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Christopher Ferazzoli	Christopher Ferazzoli	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Louis Li	Louis Li	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Ipek Unal	Ipek Unal	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Colin Gurney	Colin Gurney	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Sarmo	Sarmo	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Michael Nathanael	Michael Nathanael	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Janine Campos	Janine Campos	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Martin Eyerer	Martin Eyerer	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	asdasdasd	asdasdasd	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Felix Kramer	Felix Kramer	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Cactuar512	Cactuar512	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Emily Cox	Emily Cox	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Colin James Gurney	Colin James Gurney	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Daniel Zacharias	Daniel Zacharias	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	HORST NOWAK	HORST NOWAK	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Brendan McElroy	Brendan McElroy	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Gert Elshani	Gert Elshani	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	X	X	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Sarah Pavlich	Sarah Pavlich	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Deathminor		0	0
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	asadasdasdasdadasdasdasdasd	asadasdasdasdadasdasdasdasd	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	ATA SERGEY NOWAK	ATA SERGEY NOWAK	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Felix Kramer	Felix Kramer	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Evolve PR	Evolve PR	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Rachel Glassberg	Rachel Glassberg	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	m_text	Semih Güner	Semih Güner	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	locaId	X	X	1	1
scenes_scenes_assets_scenes_rizia.unity_f3aa16cfb48dca20773754a9c19d5c1d.bundle	locaId	SSAO	SSAO	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Rachel Glassberg	Rachel Glassberg	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Evolve PR	Evolve PR	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Semih Güner	Semih Güner	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	asadasdasdasdadasdasdasdasd	asadasdasdasdadasdasdasdasd	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	ATA SERGEY NOWAK	ATA SERGEY NOWAK	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Felix Kramer	Felix Kramer	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Colin James Gurney	Colin James Gurney	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Emily Cox	Emily Cox	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Daniel Zacharias	Daniel Zacharias	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Cactuar512	Cactuar512	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	X	X	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Gert Elshani	Gert Elshani	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	HORST NOWAK	HORST NOWAK	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Brendan McElroy	Brendan McElroy	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Deathminor		0	0
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Sarah Pavlich	Sarah Pavlich	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Sarmo	Sarmo	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ipek Unal	Ipek Unal	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Colin Gurney	Colin Gurney	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Michael Nathanael	Michael Nathanael	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Janine Campos	Janine Campos	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	asdasdasd	asdasdasd	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Felix Kramer	Felix Kramer	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Martin Eyerer	Martin Eyerer	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Ame Searle	Ame Searle	1	1
scenes_scenes_assets_scenes_sordland.unity_6a29f2cab2ef8b301931a992da045ec1.bundle	m_text	Scott Reismanis	Scott Reismanis	1	1
